vuln_id,asset_id,vulnerability_name,cve,severity,cvss,exploit_available,patch_available,days_open,asset_exposure,auth_required,status,affected_component,asset_name,asset_type,environment,owner_team,business_service,internet_exposed,criticality,data_classification,edr_installed,last_seen_days,vendor_product,business_impact,customer_facing,compliance_scope,revenue_impact,rto_hours,depends_on,risk_appetite,service_dependents,effective_internet_exposed,exposure_conflict,is_synthetic_cve,edr_missing,asset_stale,exploit_available_flag,patch_available_flag,auth_required_flag,ti_match_count,ti_intel_ids,ti_actors,ti_campaigns,ti_ransomware,ti_best_maturity,ti_profile_targeted,ti_last_seen,ti_summaries,in_kev,kev_ransomware,kev_date_added,kev_required_action,actively_exploited,ransomware_linked,likelihood,likelihood_breakdown,impact,impact_breakdown,risk_score
V-2003,A-1001,Outdated TLS Configuration,CVE-SYN-2025-0182,Medium,5.9,No,Yes,74,Internet,No,Open,TLS,auth-gateway-prod-01,Web Server,Production,Identity Team,Customer Login,Yes,Critical,Customer PII,Yes,1,nginx 1.22 / Ubuntu 22.04,Users cannot authenticate to the customer portal; all customer-facing transactions blocked,Yes,GDPR,Critical,1,Identity Verification,Very Low,3,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.18999999999999997,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 5.9, ""value"": 0.836}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8799999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 3, ""value"": 0.15}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Web Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",16.7
V-2030,A-1010,PostgreSQL Privilege Escalation,CVE-2024-10978,Critical,9.2,Yes,Yes,40,Internal,Yes,Open,Database Engine,finance-db-prod-02,Database,Production,Finance Team,Financial Reporting,No,Critical,Financial Data,Yes,1,PostgreSQL 14 / Ubuntu 20.04,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,False,False,False,True,True,True,1,TI-3014,BlackCinder,Database Grab,True,Active Exploitation,True,2026-04-19,Ransomware affiliates chaining PostgreSQL privilege escalation CVE-2024-10978 with lateral movement to internal databases. Finance and payment databases are primary targets.,False,False,,,True,True,0.26888888888888884,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""BlackCinder"", ""ti_maturity"": ""Active Exploitation""}, ""cvss_multiplier"": {""cvss"": 9.2, ""value"": 0.968}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": true, ""value"": 1.1}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.622,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Database"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",16.7
V-2014,A-1004,Container Running as Root,CONTAINER-SYN-001,High,7.9,No,Yes,60,Internal,Yes,Open,Container Config,payment-api-prod-02,API Server,Production,Payments Team,Payment Processing,Yes,Critical,Payment Card Data,Yes,1,Node.js 20 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,True,True,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.1982683982683982,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.9, ""value"": 0.916}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8399999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""PCI DSS"", ""score"": 1.0, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Payment Card Data"", ""score"": 1.0, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""API Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",16.7
V-2067,A-1022,SSL Certificate Near Expiry,CTRL-SYN-005,Medium,5.5,No,No,10,Internet,No,Open,TLS Certificate,load-balancer-prod-02,Load Balancer,Production,Network Team,Payment Processing,Yes,High,Internal Access,No,1,Citrix NetScaler ADC 13.0,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,True,False,True,True,False,False,False,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.22363636363636358,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 5.5, ""value"": 0.82}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.742,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""PCI DSS"", ""score"": 1.0, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Access"", ""score"": 0.4, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Load Balancer"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",16.6
V-2011,A-1003,Missing Rate Limiting on Payment Endpoint,CVE-SYN-2025-0410,Medium,6.5,No,Yes,88,Internet,No,Open,API Rate Limiting,payment-api-prod-01,API Server,Production,Payments Team,Payment Processing,Yes,Critical,Payment Card Data,Yes,1,Node.js 20 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.19545454545454544,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 6.5, ""value"": 0.86}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8399999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""PCI DSS"", ""score"": 1.0, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Payment Card Data"", ""score"": 1.0, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""API Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",16.4
V-2069,A-1023,Cisco ASA Remote Access VPN Unauthenticated DoS,CVE-2024-20358,High,8.6,No,Yes,30,Internet,No,Open,VPN Service,network-firewall-01,Firewall,Production,Network Team,Remote Access,Yes,Critical,Internal Access,No,2,Cisco ASA 9.18,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,False,True,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.2574545454545453,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.6, ""value"": 0.944}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.638,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""2"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Access"", ""score"": 0.4, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": true, ""asset_type"": ""Firewall"", ""value"": 0.1}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",16.4
V-2012,A-1004,Outdated Node.js Runtime,CVE-SYN-2024-0777,Medium,6.2,No,Yes,95,Internet,No,Open,Node.js Runtime,payment-api-prod-02,API Server,Production,Payments Team,Payment Processing,Yes,Critical,Payment Card Data,Yes,1,Node.js 20 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.19272727272727266,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 6.2, ""value"": 0.848}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8399999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""PCI DSS"", ""score"": 1.0, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Payment Card Data"", ""score"": 1.0, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""API Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",16.2
V-2018,A-1005,VPN Management Plane Internet-Exposed,CTRL-SYN-002,High,8.3,No,Yes,120,Internet,No,Open,Network Configuration,vpn-edge-01,VPN Gateway,Production,Network Team,Remote Access,Yes,Critical,Internal Access,No,2,Fortinet FortiGate 7.4.1,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,True,True,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.2541818181818181,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.3, ""value"": 0.932}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.638,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""2"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Access"", ""score"": 0.4, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": true, ""asset_type"": ""VPN Gateway"", ""value"": 0.1}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",16.2
V-2070,A-1023,Firewall Rule Allows Overly Broad Inbound Access,CTRL-SYN-006,High,7.9,No,Yes,180,Internet,No,Open,Firewall Policy,network-firewall-01,Firewall,Production,Network Team,Remote Access,Yes,Critical,Internal Access,No,2,Cisco ASA 9.18,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,True,True,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.24981818181818174,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.9, ""value"": 0.916}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.638,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""2"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Access"", ""score"": 0.4, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": true, ""asset_type"": ""Firewall"", ""value"": 0.1}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",15.9
V-2008,A-1002,Unvalidated Redirect in OAuth Flow,CVE-SYN-2025-0312,Medium,6.1,No,Yes,55,Internet,No,Open,OAuth Handler,idv-gateway-prod,API Server,Production,Identity Team,Identity Verification,Yes,Critical,Customer PII,Yes,1,Node.js 18 / Ubuntu 22.04,KYC and onboarding fails; regulatory obligations at risk,Yes,"GDPR, UAE PDPL",Critical,1,,Very Low,1,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.19181818181818175,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 6.1, ""value"": 0.844}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR, UAE PDPL"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""API Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",15.3
V-2017,A-1005,Weak Admin Password Policy,CVE-SYN-2024-0220,High,7.8,No,Yes,60,Internet,Yes,Open,Authentication Policy,vpn-edge-01,VPN Gateway,Production,Network Team,Remote Access,Yes,Critical,Internal Access,No,2,Fortinet FortiGate 7.4.1,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,True,True,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.23688311688311683,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.8, ""value"": 0.912}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.638,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""2"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Access"", ""score"": 0.4, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": true, ""asset_type"": ""VPN Gateway"", ""value"": 0.1}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",15.1
V-2004,A-1001,Missing HTTP Security Headers,CVE-SYN-2024-0901,Low,3.7,No,Yes,120,Internet,No,Open,HTTP Config,auth-gateway-prod-01,Web Server,Production,Identity Team,Customer Login,Yes,Critical,Customer PII,Yes,1,nginx 1.22 / Ubuntu 22.04,Users cannot authenticate to the customer portal; all customer-facing transactions blocked,Yes,GDPR,Critical,1,Identity Verification,Very Low,3,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.16999999999999996,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 3.7, ""value"": 0.748}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8799999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 3, ""value"": 0.15}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Web Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",15.0
